"division_name","school_name","group_type","number_unfilled","percent_unfilled","pass_rate","school_level_expenditures_per_pupil_federal","school_level_expenditures_per_pupil_state","total_school_level_ppexp","per_pupil_federal_funds","per_pupil_state_funds","breakfast_percent","percent_of_inexperienced_principals","percent_of_inexperienced_assistant_principals","bachelors_percent","masters_percent","graduation_rate","completion_rate","ps_enrollment_percent","special_education_percent","poverty_high","poverty_low","poverty_level","percent_of_inexperienced_teachers","percent_of_out_of_field_teachers","percent_of_out_of_field_and_inexperienced_teachers","median_income","county_rank"
"Fairfax County","Hutchison Elementary","Visual and Performing Arts",0,0,NA,1824,13756,15579,2340,20968,49.5,0,33.3,34,64,NA,NA,NA,3.6,1,0,"High Poverty",0.9,2.7,0,150113,5
"Fairfax County","Hutchison Elementary","Special Education",0,0,NA,1824,13756,15579,2340,20968,49.5,0,33.3,34,64,NA,NA,NA,3.6,1,0,"High Poverty",0.9,2.7,0,150113,5
"Fairfax County","Hutchison Elementary","Physical, Health, and Safety Education",1,33.3,NA,1824,13756,15579,2340,20968,49.5,0,33.3,34,64,NA,NA,NA,3.6,1,0,"High Poverty",0.9,2.7,0,150113,5
"Fairfax County","Hutchison Elementary","Elementary, PK-6",0,0,NA,1824,13756,15579,2340,20968,49.5,0,33.3,34,64,NA,NA,NA,3.6,1,0,"High Poverty",0.9,2.7,0,150113,5
"Fairfax County","Hybla Valley Elementary","Special Education",1,10,NA,1512,11977,13489,2028,19189,71.3,0,0,43,56,NA,NA,NA,2.4,1,0,"High Poverty",8.2,1.2,1.2,150113,5
"Fairfax County","Hybla Valley Elementary","Elementary, PK-6",3,6.7,NA,1512,11977,13489,2028,19189,71.3,0,0,43,56,NA,NA,NA,2.4,1,0,"High Poverty",8.2,1.2,1.2,150113,5
"Fairfax County","Hybla Valley Elementary","Visual and Performing Arts",0,0,NA,1512,11977,13489,2028,19189,71.3,0,0,43,56,NA,NA,NA,2.4,1,0,"High Poverty",8.2,1.2,1.2,150113,5
"Fairfax County","Hybla Valley Elementary","Physical, Health, and Safety Education",0,0,NA,1512,11977,13489,2028,19189,71.3,0,0,43,56,NA,NA,NA,2.4,1,0,"High Poverty",8.2,1.2,1.2,150113,5
"Fairfax County","Interagency Alternative Secondary Center","Special Education",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150113,5
"Fairfax County","Irving Middle","Special Education",1,6.3,NA,229,9959,10188,745,17171,16.9,0,50,38,59,NA,NA,NA,3.4,0,1,"Low Poverty",4.6,9.2,3.4,150113,5
"Fairfax County","Irving Middle","Mathematics",1,6.3,82.24,229,9959,10188,745,17171,16.9,0,50,38,59,NA,NA,NA,3.4,0,1,"Low Poverty",4.6,9.2,3.4,150113,5
"Fairfax County","Irving Middle","Social Sciences and History",0,0,NA,229,9959,10188,745,17171,16.9,0,50,38,59,NA,NA,NA,3.4,0,1,"Low Poverty",4.6,9.2,3.4,150113,5
"Fairfax County","Irving Middle","English Language and Literature",0,0,84.7,229,9959,10188,745,17171,16.9,0,50,38,59,NA,NA,NA,3.4,0,1,"Low Poverty",4.6,9.2,3.4,150113,5
"Fairfax County","Irving Middle","CTE and other electives",0,0,NA,229,9959,10188,745,17171,16.9,0,50,38,59,NA,NA,NA,3.4,0,1,"Low Poverty",4.6,9.2,3.4,150113,5
"Fairfax County","Irving Middle","Visual and Performing Arts",0,0,NA,229,9959,10188,745,17171,16.9,0,50,38,59,NA,NA,NA,3.4,0,1,"Low Poverty",4.6,9.2,3.4,150113,5
"Fairfax County","Irving Middle","Physical, Health, and Safety Education",0.33,8.9,NA,229,9959,10188,745,17171,16.9,0,50,38,59,NA,NA,NA,3.4,0,1,"Low Poverty",4.6,9.2,3.4,150113,5
"Fairfax County","Irving Middle","World language",0,0,NA,229,9959,10188,745,17171,16.9,0,50,38,59,NA,NA,NA,3.4,0,1,"Low Poverty",4.6,9.2,3.4,150113,5
"Fairfax County","Irving Middle","Elementary, PK-6",0,0,NA,229,9959,10188,745,17171,16.9,0,50,38,59,NA,NA,NA,3.4,0,1,"Low Poverty",4.6,9.2,3.4,150113,5
"Fairfax County","Irving Middle","Life and Physical Sciences",0,0,81.79,229,9959,10188,745,17171,16.9,0,50,38,59,NA,NA,NA,3.4,0,1,"Low Poverty",4.6,9.2,3.4,150113,5
"Fairfax County","Island Creek Elementary","Elementary, PK-6",1,3.5,NA,306,11629,11936,822,18841,15.5,0,0,26,72,NA,NA,NA,3.4,0,1,"Low Poverty",3.4,3.4,1.7,150113,5
"Fairfax County","Island Creek Elementary","Special Education",1,9.1,NA,306,11629,11936,822,18841,15.5,0,0,26,72,NA,NA,NA,3.4,0,1,"Low Poverty",3.4,3.4,1.7,150113,5
"Fairfax County","Island Creek Elementary","Visual and Performing Arts",0,0,NA,306,11629,11936,822,18841,15.5,0,0,26,72,NA,NA,NA,3.4,0,1,"Low Poverty",3.4,3.4,1.7,150113,5
"Fairfax County","Island Creek Elementary","Physical, Health, and Safety Education",0,0,NA,306,11629,11936,822,18841,15.5,0,0,26,72,NA,NA,NA,3.4,0,1,"Low Poverty",3.4,3.4,1.7,150113,5
"Fairfax County","Jackson Middle","Social Sciences and History",0,0,NA,262,13049,13311,778,20261,23.5,0,33.3,28,64,NA,NA,NA,8,0,0,"Medium Poverty",6.8,9.1,5.7,150113,5
"Fairfax County","Jackson Middle","English Language and Literature",0,0,67.39,262,13049,13311,778,20261,23.5,0,33.3,28,64,NA,NA,NA,8,0,0,"Medium Poverty",6.8,9.1,5.7,150113,5
"Fairfax County","Jackson Middle","Special Education",2,13.3,NA,262,13049,13311,778,20261,23.5,0,33.3,28,64,NA,NA,NA,8,0,0,"Medium Poverty",6.8,9.1,5.7,150113,5
"Fairfax County","Jackson Middle","CTE and other electives",0,0,NA,262,13049,13311,778,20261,23.5,0,33.3,28,64,NA,NA,NA,8,0,0,"Medium Poverty",6.8,9.1,5.7,150113,5
"Fairfax County","Jackson Middle","Visual and Performing Arts",0,0,NA,262,13049,13311,778,20261,23.5,0,33.3,28,64,NA,NA,NA,8,0,0,"Medium Poverty",6.8,9.1,5.7,150113,5
"Fairfax County","Jackson Middle","Life and Physical Sciences",0,0,59.44,262,13049,13311,778,20261,23.5,0,33.3,28,64,NA,NA,NA,8,0,0,"Medium Poverty",6.8,9.1,5.7,150113,5
"Fairfax County","Jackson Middle","Mathematics",2,14.8,61.47,262,13049,13311,778,20261,23.5,0,33.3,28,64,NA,NA,NA,8,0,0,"Medium Poverty",6.8,9.1,5.7,150113,5
"Fairfax County","Jackson Middle","Physical, Health, and Safety Education",0.17,1.9,NA,262,13049,13311,778,20261,23.5,0,33.3,28,64,NA,NA,NA,8,0,0,"Medium Poverty",6.8,9.1,5.7,150113,5
"Fairfax County","Jackson Middle","World language",0,0,NA,262,13049,13311,778,20261,23.5,0,33.3,28,64,NA,NA,NA,8,0,0,"Medium Poverty",6.8,9.1,5.7,150113,5
"Fairfax County","Johnson Middle","Special Education",1,5.3,NA,382,11925,12307,898,19137,15.8,0,0,25,73,NA,NA,NA,4.1,0,1,"Low Poverty",4.1,4.1,3.1,150113,5
"Fairfax County","Johnson Middle","Mathematics",0,0,75.39,382,11925,12307,898,19137,15.8,0,0,25,73,NA,NA,NA,4.1,0,1,"Low Poverty",4.1,4.1,3.1,150113,5
"Fairfax County","Johnson Middle","Life and Physical Sciences",1,8.2,69.48,382,11925,12307,898,19137,15.8,0,0,25,73,NA,NA,NA,4.1,0,1,"Low Poverty",4.1,4.1,3.1,150113,5
"Fairfax County","Johnson Middle","English Language and Literature",0,0,77.51,382,11925,12307,898,19137,15.8,0,0,25,73,NA,NA,NA,4.1,0,1,"Low Poverty",4.1,4.1,3.1,150113,5
"Fairfax County","Johnson Middle","Physical, Health, and Safety Education",0,0,NA,382,11925,12307,898,19137,15.8,0,0,25,73,NA,NA,NA,4.1,0,1,"Low Poverty",4.1,4.1,3.1,150113,5
"Fairfax County","Johnson Middle","Visual and Performing Arts",0,0,NA,382,11925,12307,898,19137,15.8,0,0,25,73,NA,NA,NA,4.1,0,1,"Low Poverty",4.1,4.1,3.1,150113,5
"Fairfax County","Johnson Middle","World language",0,0,NA,382,11925,12307,898,19137,15.8,0,0,25,73,NA,NA,NA,4.1,0,1,"Low Poverty",4.1,4.1,3.1,150113,5
"Fairfax County","Johnson Middle","CTE and other electives",0,0,NA,382,11925,12307,898,19137,15.8,0,0,25,73,NA,NA,NA,4.1,0,1,"Low Poverty",4.1,4.1,3.1,150113,5
"Fairfax County","Johnson Middle","Social Sciences and History",0,0,NA,382,11925,12307,898,19137,15.8,0,0,25,73,NA,NA,NA,4.1,0,1,"Low Poverty",4.1,4.1,3.1,150113,5
"Fairfax County","Justice High","Visual and Performing Arts",0,0,NA,319,11625,11944,835,18837,28,0,0,29,66,92.7,93.3,66,2,0,0,"Medium Poverty",6.4,17.7,3.4,150113,5
"Fairfax County","Justice High","English Language and Literature",0,0,71.74,319,11625,11944,835,18837,28,0,0,29,66,92.7,93.3,66,2,0,0,"Medium Poverty",6.4,17.7,3.4,150113,5
"Fairfax County","Justice High","CTE and other electives",0,0,NA,319,11625,11944,835,18837,28,0,0,29,66,92.7,93.3,66,2,0,0,"Medium Poverty",6.4,17.7,3.4,150113,5
"Fairfax County","Justice High","Mathematics",0,0,84.89,319,11625,11944,835,18837,28,0,0,29,66,92.7,93.3,66,2,0,0,"Medium Poverty",6.4,17.7,3.4,150113,5
"Fairfax County","Justice High","Life and Physical Sciences",0,0,54.88,319,11625,11944,835,18837,28,0,0,29,66,92.7,93.3,66,2,0,0,"Medium Poverty",6.4,17.7,3.4,150113,5
"Fairfax County","Justice High","Social Sciences and History",0,0,64.71,319,11625,11944,835,18837,28,0,0,29,66,92.7,93.3,66,2,0,0,"Medium Poverty",6.4,17.7,3.4,150113,5
"Fairfax County","Justice High","World language",0,0,NA,319,11625,11944,835,18837,28,0,0,29,66,92.7,93.3,66,2,0,0,"Medium Poverty",6.4,17.7,3.4,150113,5
"Fairfax County","Justice High","Physical, Health, and Safety Education",1,8.2,NA,319,11625,11944,835,18837,28,0,0,29,66,92.7,93.3,66,2,0,0,"Medium Poverty",6.4,17.7,3.4,150113,5
"Fairfax County","Justice High","Special Education",6,21.4,NA,319,11625,11944,835,18837,28,0,0,29,66,92.7,93.3,66,2,0,0,"Medium Poverty",6.4,17.7,3.4,150113,5
"Fairfax County","Keene Mill Elementary","Elementary, PK-6",1,3.3,NA,215,9513,9728,731,16725,24.3,0,50,30,66,NA,NA,NA,8.6,0,1,"Low Poverty",5.2,1.7,0,150113,5
"Fairfax County","Keene Mill Elementary","World language",0,0,NA,215,9513,9728,731,16725,24.3,0,50,30,66,NA,NA,NA,8.6,0,1,"Low Poverty",5.2,1.7,0,150113,5
"Fairfax County","Keene Mill Elementary","Physical, Health, and Safety Education",0,0,NA,215,9513,9728,731,16725,24.3,0,50,30,66,NA,NA,NA,8.6,0,1,"Low Poverty",5.2,1.7,0,150113,5
"Fairfax County","Keene Mill Elementary","Visual and Performing Arts",0,0,NA,215,9513,9728,731,16725,24.3,0,50,30,66,NA,NA,NA,8.6,0,1,"Low Poverty",5.2,1.7,0,150113,5
"Fairfax County","Keene Mill Elementary","Special Education",0,0,NA,215,9513,9728,731,16725,24.3,0,50,30,66,NA,NA,NA,8.6,0,1,"Low Poverty",5.2,1.7,0,150113,5
"Fairfax County","Kent Gardens Elementary","World language",0,0,NA,236,9235,9471,752,16447,9.5,0,0,30,67,NA,NA,NA,2.9,0,1,"Low Poverty",4.3,10,1.4,150113,5
"Fairfax County","Kent Gardens Elementary","Visual and Performing Arts",0,0,NA,236,9235,9471,752,16447,9.5,0,0,30,67,NA,NA,NA,2.9,0,1,"Low Poverty",4.3,10,1.4,150113,5
"Fairfax County","Kent Gardens Elementary","Elementary, PK-6",2,4.5,NA,236,9235,9471,752,16447,9.5,0,0,30,67,NA,NA,NA,2.9,0,1,"Low Poverty",4.3,10,1.4,150113,5
"Fairfax County","Kent Gardens Elementary","Physical, Health, and Safety Education",0,0,NA,236,9235,9471,752,16447,9.5,0,0,30,67,NA,NA,NA,2.9,0,1,"Low Poverty",4.3,10,1.4,150113,5
"Fairfax County","Kent Gardens Elementary","Special Education",0,0,NA,236,9235,9471,752,16447,9.5,0,0,30,67,NA,NA,NA,2.9,0,1,"Low Poverty",4.3,10,1.4,150113,5
"Fairfax County","Key Center","Physical, Health, and Safety Education",0,0,NA,5541,60643,66184,6057,67855,0,0,0,39,61,NA,NA,NA,14.3,0,0,"Medium Poverty",0,0,0,150113,5
"Fairfax County","Key Center","Elementary, PK-6",0,0,NA,5541,60643,66184,6057,67855,0,0,0,39,61,NA,NA,NA,14.3,0,0,"Medium Poverty",0,0,0,150113,5
"Fairfax County","Key Center","Special Education",5,27.8,NA,5541,60643,66184,6057,67855,0,0,0,39,61,NA,NA,NA,14.3,0,0,"Medium Poverty",0,0,0,150113,5
"Fairfax County","Key Middle","Physical, Health, and Safety Education",0,0,NA,408,14458,14866,924,21670,22.4,100,0,25,75,NA,NA,NA,1.4,0,0,"Medium Poverty",1.4,11.1,1.4,150113,5
"Fairfax County","Key Middle","Visual and Performing Arts",0,0,NA,408,14458,14866,924,21670,22.4,100,0,25,75,NA,NA,NA,1.4,0,0,"Medium Poverty",1.4,11.1,1.4,150113,5
"Fairfax County","Key Middle","CTE and other electives",0,0,NA,408,14458,14866,924,21670,22.4,100,0,25,75,NA,NA,NA,1.4,0,0,"Medium Poverty",1.4,11.1,1.4,150113,5
"Fairfax County","Key Middle","Life and Physical Sciences",1,12.2,47.84,408,14458,14866,924,21670,22.4,100,0,25,75,NA,NA,NA,1.4,0,0,"Medium Poverty",1.4,11.1,1.4,150113,5
"Fairfax County","Key Middle","Social Sciences and History",0,0,NA,408,14458,14866,924,21670,22.4,100,0,25,75,NA,NA,NA,1.4,0,0,"Medium Poverty",1.4,11.1,1.4,150113,5
"Fairfax County","Key Middle","Mathematics",0,0,50.64,408,14458,14866,924,21670,22.4,100,0,25,75,NA,NA,NA,1.4,0,0,"Medium Poverty",1.4,11.1,1.4,150113,5
"Fairfax County","Key Middle","English Language and Literature",0,0,56.26,408,14458,14866,924,21670,22.4,100,0,25,75,NA,NA,NA,1.4,0,0,"Medium Poverty",1.4,11.1,1.4,150113,5
"Fairfax County","Key Middle","World language",0,0,NA,408,14458,14866,924,21670,22.4,100,0,25,75,NA,NA,NA,1.4,0,0,"Medium Poverty",1.4,11.1,1.4,150113,5
"Fairfax County","Key Middle","Special Education",2,15.4,NA,408,14458,14866,924,21670,22.4,100,0,25,75,NA,NA,NA,1.4,0,0,"Medium Poverty",1.4,11.1,1.4,150113,5
"Fairfax County","Kilmer Center","Special Education",2,13.3,NA,5251,47588,52839,5767,54800,0,0,0,25,65,NA,NA,NA,5.6,0,1,"Low Poverty",0,0,0,150113,5
"Fairfax County","Kilmer Center","Elementary, PK-6",0,0,NA,5251,47588,52839,5767,54800,0,0,0,25,65,NA,NA,NA,5.6,0,1,"Low Poverty",0,0,0,150113,5
"Fairfax County","Kilmer Center","Physical, Health, and Safety Education",0,0,NA,5251,47588,52839,5767,54800,0,0,0,25,65,NA,NA,NA,5.6,0,1,"Low Poverty",0,0,0,150113,5
"Fairfax County","Kilmer Middle","CTE and other electives",0,0,NA,239,10035,10274,755,17247,21.8,100,33.3,24,74,NA,NA,NA,0,0,1,"Low Poverty",6.9,4.6,2.3,150113,5
"Fairfax County","Kilmer Middle","Physical, Health, and Safety Education",1,11.1,NA,239,10035,10274,755,17247,21.8,100,33.3,24,74,NA,NA,NA,0,0,1,"Low Poverty",6.9,4.6,2.3,150113,5
"Fairfax County","Kilmer Middle","Special Education",0,0,NA,239,10035,10274,755,17247,21.8,100,33.3,24,74,NA,NA,NA,0,0,1,"Low Poverty",6.9,4.6,2.3,150113,5
"Fairfax County","Kilmer Middle","Life and Physical Sciences",0,0,81.43,239,10035,10274,755,17247,21.8,100,33.3,24,74,NA,NA,NA,0,0,1,"Low Poverty",6.9,4.6,2.3,150113,5
"Fairfax County","Kilmer Middle","Social Sciences and History",0,0,NA,239,10035,10274,755,17247,21.8,100,33.3,24,74,NA,NA,NA,0,0,1,"Low Poverty",6.9,4.6,2.3,150113,5
"Fairfax County","Kilmer Middle","English Language and Literature",0,0,84.84,239,10035,10274,755,17247,21.8,100,33.3,24,74,NA,NA,NA,0,0,1,"Low Poverty",6.9,4.6,2.3,150113,5
"Fairfax County","Kilmer Middle","World language",0.01,0.2,NA,239,10035,10274,755,17247,21.8,100,33.3,24,74,NA,NA,NA,0,0,1,"Low Poverty",6.9,4.6,2.3,150113,5
"Fairfax County","Kilmer Middle","Mathematics",0.83,4.8,81.14,239,10035,10274,755,17247,21.8,100,33.3,24,74,NA,NA,NA,0,0,1,"Low Poverty",6.9,4.6,2.3,150113,5
"Fairfax County","Kilmer Middle","Visual and Performing Arts",0,0,NA,239,10035,10274,755,17247,21.8,100,33.3,24,74,NA,NA,NA,0,0,1,"Low Poverty",6.9,4.6,2.3,150113,5
"Fairfax County","Kings Glen Elementary","Special Education",0,0,NA,345,11570,11915,861,18782,21.3,0,0,30,65,NA,NA,NA,2.6,0,1,"Low Poverty",7.9,0,0,150113,5
"Fairfax County","Kings Glen Elementary","Elementary, PK-6",0,0,NA,345,11570,11915,861,18782,21.3,0,0,30,65,NA,NA,NA,2.6,0,1,"Low Poverty",7.9,0,0,150113,5
"Fairfax County","Kings Glen Elementary","Visual and Performing Arts",0,0,NA,345,11570,11915,861,18782,21.3,0,0,30,65,NA,NA,NA,2.6,0,1,"Low Poverty",7.9,0,0,150113,5
"Fairfax County","Kings Glen Elementary","Physical, Health, and Safety Education",0,0,NA,345,11570,11915,861,18782,21.3,0,0,30,65,NA,NA,NA,2.6,0,1,"Low Poverty",7.9,0,0,150113,5
"Fairfax County","Kings Park Elementary","Elementary, PK-6",1,3.3,NA,349,13217,13566,865,20429,29.9,0,0,30,64,NA,NA,NA,8.5,0,1,"Low Poverty",3.4,1.7,1.7,150113,5
"Fairfax County","Kings Park Elementary","Physical, Health, and Safety Education",0,0,NA,349,13217,13566,865,20429,29.9,0,0,30,64,NA,NA,NA,8.5,0,1,"Low Poverty",3.4,1.7,1.7,150113,5
"Fairfax County","Kings Park Elementary","Visual and Performing Arts",0,0,NA,349,13217,13566,865,20429,29.9,0,0,30,64,NA,NA,NA,8.5,0,1,"Low Poverty",3.4,1.7,1.7,150113,5
"Fairfax County","Kings Park Elementary","Special Education",0,0,NA,349,13217,13566,865,20429,29.9,0,0,30,64,NA,NA,NA,8.5,0,1,"Low Poverty",3.4,1.7,1.7,150113,5
"Fairfax County","Lake Anne Elementary","Physical, Health, and Safety Education",0,0,NA,513,12206,12719,1029,19418,30.3,0,0,32,63,NA,NA,NA,0,0,0,"Medium Poverty",12.7,10.9,7.3,150113,5
"Fairfax County","Lake Anne Elementary","Elementary, PK-6",4,12.4,NA,513,12206,12719,1029,19418,30.3,0,0,32,63,NA,NA,NA,0,0,0,"Medium Poverty",12.7,10.9,7.3,150113,5
"Fairfax County","Lake Anne Elementary","Visual and Performing Arts",0,0,NA,513,12206,12719,1029,19418,30.3,0,0,32,63,NA,NA,NA,0,0,0,"Medium Poverty",12.7,10.9,7.3,150113,5
"Fairfax County","Lake Anne Elementary","Special Education",0,0,NA,513,12206,12719,1029,19418,30.3,0,0,32,63,NA,NA,NA,0,0,0,"Medium Poverty",12.7,10.9,7.3,150113,5
"Fairfax County","Lake Braddock Secondary","English Language and Literature",1,4.2,90.6,271,10307,10578,787,17519,12.1,0,18.2,28,68,98.7,99.1,87,2.2,0,1,"Low Poverty",3.2,8,0.6,150113,5
"Fairfax County","Lake Braddock Secondary","English Language and Literature",1,4.2,NA,271,10307,10578,787,17519,12.1,0,18.2,28,68,98.7,99.1,87,2.2,0,1,"Low Poverty",3.2,8,0.6,150113,5
"Fairfax County","Lake Braddock Secondary","Visual and Performing Arts",0,0,NA,271,10307,10578,787,17519,12.1,0,18.2,28,68,98.7,99.1,87,2.2,0,1,"Low Poverty",3.2,8,0.6,150113,5
"Fairfax County","Lake Braddock Secondary","Physical, Health, and Safety Education",0,0,NA,271,10307,10578,787,17519,12.1,0,18.2,28,68,98.7,99.1,87,2.2,0,1,"Low Poverty",3.2,8,0.6,150113,5
"Fairfax County","Lake Braddock Secondary","Social Sciences and History",1,4.9,NA,271,10307,10578,787,17519,12.1,0,18.2,28,68,98.7,99.1,87,2.2,0,1,"Low Poverty",3.2,8,0.6,150113,5
"Fairfax County","Lake Braddock Secondary","Mathematics",0,0,85.73,271,10307,10578,787,17519,12.1,0,18.2,28,68,98.7,99.1,87,2.2,0,1,"Low Poverty",3.2,8,0.6,150113,5
"Fairfax County","Lake Braddock Secondary","World language",0,0,NA,271,10307,10578,787,17519,12.1,0,18.2,28,68,98.7,99.1,87,2.2,0,1,"Low Poverty",3.2,8,0.6,150113,5
"Fairfax County","Lake Braddock Secondary","Special Education",0.21,0.4,NA,271,10307,10578,787,17519,12.1,0,18.2,28,68,98.7,99.1,87,2.2,0,1,"Low Poverty",3.2,8,0.6,150113,5
"Fairfax County","Lake Braddock Secondary","CTE and other electives",0,0,NA,271,10307,10578,787,17519,12.1,0,18.2,28,68,98.7,99.1,87,2.2,0,1,"Low Poverty",3.2,8,0.6,150113,5
"Fairfax County","Lake Braddock Secondary","Life and Physical Sciences",0,0,81.01,271,10307,10578,787,17519,12.1,0,18.2,28,68,98.7,99.1,87,2.2,0,1,"Low Poverty",3.2,8,0.6,150113,5
"Fairfax County","Lane Elementary","Visual and Performing Arts",1,19.6,NA,253,10585,10838,769,17797,33.9,0,0,47,50,NA,NA,NA,5.1,0,1,"Low Poverty",8.5,8.5,5.1,150113,5
"Fairfax County","Lane Elementary","Special Education",1,8.3,NA,253,10585,10838,769,17797,33.9,0,0,47,50,NA,NA,NA,5.1,0,1,"Low Poverty",8.5,8.5,5.1,150113,5
"Fairfax County","Lane Elementary","Elementary, PK-6",1,3.5,NA,253,10585,10838,769,17797,33.9,0,0,47,50,NA,NA,NA,5.1,0,1,"Low Poverty",8.5,8.5,5.1,150113,5
"Fairfax County","Lane Elementary","Physical, Health, and Safety Education",0,0,NA,253,10585,10838,769,17797,33.9,0,0,47,50,NA,NA,NA,5.1,0,1,"Low Poverty",8.5,8.5,5.1,150113,5
"Fairfax County","Langley High","Mathematics",0,0,94.21,225,9669,9894,741,16881,6.3,0,0,20,73,99.4,99.6,89,2.1,0,1,"Low Poverty",4.3,11.4,1.4,150113,5
"Fairfax County","Langley High","Social Sciences and History",0,0,94.12,225,9669,9894,741,16881,6.3,0,0,20,73,99.4,99.6,89,2.1,0,1,"Low Poverty",4.3,11.4,1.4,150113,5
"Fairfax County","Langley High","CTE and other electives",1,11.5,NA,225,9669,9894,741,16881,6.3,0,0,20,73,99.4,99.6,89,2.1,0,1,"Low Poverty",4.3,11.4,1.4,150113,5
"Fairfax County","Langley High","Physical, Health, and Safety Education",0,0,NA,225,9669,9894,741,16881,6.3,0,0,20,73,99.4,99.6,89,2.1,0,1,"Low Poverty",4.3,11.4,1.4,150113,5
"Fairfax County","Langley High","Special Education",1,6.5,NA,225,9669,9894,741,16881,6.3,0,0,20,73,99.4,99.6,89,2.1,0,1,"Low Poverty",4.3,11.4,1.4,150113,5
"Fairfax County","Langley High","World language",0,0,NA,225,9669,9894,741,16881,6.3,0,0,20,73,99.4,99.6,89,2.1,0,1,"Low Poverty",4.3,11.4,1.4,150113,5
"Fairfax County","Langley High","Life and Physical Sciences",0,0,92.96,225,9669,9894,741,16881,6.3,0,0,20,73,99.4,99.6,89,2.1,0,1,"Low Poverty",4.3,11.4,1.4,150113,5
"Fairfax County","Langley High","Visual and Performing Arts",0,0,NA,225,9669,9894,741,16881,6.3,0,0,20,73,99.4,99.6,89,2.1,0,1,"Low Poverty",4.3,11.4,1.4,150113,5
"Fairfax County","Langley High","English Language and Literature",0,0,98.5,225,9669,9894,741,16881,6.3,0,0,20,73,99.4,99.6,89,2.1,0,1,"Low Poverty",4.3,11.4,1.4,150113,5
"Fairfax County","Laurel Hill Elementary","Physical, Health, and Safety Education",0,0,NA,215,10914,11129,731,18126,28.4,0,0,33,65,NA,NA,NA,1.9,0,1,"Low Poverty",1.9,3.7,1.9,150113,5
"Fairfax County","Laurel Hill Elementary","Elementary, PK-6",1,3.6,NA,215,10914,11129,731,18126,28.4,0,0,33,65,NA,NA,NA,1.9,0,1,"Low Poverty",1.9,3.7,1.9,150113,5
"Fairfax County","Laurel Hill Elementary","Special Education",1,12.5,NA,215,10914,11129,731,18126,28.4,0,0,33,65,NA,NA,NA,1.9,0,1,"Low Poverty",1.9,3.7,1.9,150113,5
"Fairfax County","Laurel Hill Elementary","Visual and Performing Arts",0,0,NA,215,10914,11129,731,18126,28.4,0,0,33,65,NA,NA,NA,1.9,0,1,"Low Poverty",1.9,3.7,1.9,150113,5
"Fairfax County","Laurel Ridge Elementary","Elementary, PK-6",1,3.1,NA,373,12620,12993,889,19832,29.8,0,0,40,56,NA,NA,NA,2.9,0,1,"Low Poverty",10,10,4.3,150113,5
"Fairfax County","Laurel Ridge Elementary","Special Education",0,0,NA,373,12620,12993,889,19832,29.8,0,0,40,56,NA,NA,NA,2.9,0,1,"Low Poverty",10,10,4.3,150113,5
"Fairfax County","Laurel Ridge Elementary","Visual and Performing Arts",0,0,NA,373,12620,12993,889,19832,29.8,0,0,40,56,NA,NA,NA,2.9,0,1,"Low Poverty",10,10,4.3,150113,5
"Fairfax County","Laurel Ridge Elementary","Physical, Health, and Safety Education",0,0,NA,373,12620,12993,889,19832,29.8,0,0,40,56,NA,NA,NA,2.9,0,1,"Low Poverty",10,10,4.3,150113,5
"Fairfax County","Lees Corner Elementary","Special Education",1,9.1,NA,420,13190,13611,936,20402,31.3,0,0,22,78,NA,NA,NA,1.9,0,1,"Low Poverty",0,3.8,0,150113,5
"Fairfax County","Lees Corner Elementary","Physical, Health, and Safety Education",0,0,NA,420,13190,13611,936,20402,31.3,0,0,22,78,NA,NA,NA,1.9,0,1,"Low Poverty",0,3.8,0,150113,5
"Fairfax County","Lees Corner Elementary","Elementary, PK-6",1,3.9,NA,420,13190,13611,936,20402,31.3,0,0,22,78,NA,NA,NA,1.9,0,1,"Low Poverty",0,3.8,0,150113,5
"Fairfax County","Lees Corner Elementary","Visual and Performing Arts",0,0,NA,420,13190,13611,936,20402,31.3,0,0,22,78,NA,NA,NA,1.9,0,1,"Low Poverty",0,3.8,0,150113,5
"Fairfax County","Lemon Road Elementary","Physical, Health, and Safety Education",0,0,NA,234,10964,11198,750,18176,31.9,0,0,37,61,NA,NA,NA,6.4,0,1,"Low Poverty",0,2.1,0,150113,5
"Fairfax County","Lemon Road Elementary","Visual and Performing Arts",0,0,NA,234,10964,11198,750,18176,31.9,0,0,37,61,NA,NA,NA,6.4,0,1,"Low Poverty",0,2.1,0,150113,5
"Fairfax County","Lemon Road Elementary","Elementary, PK-6",0,0,NA,234,10964,11198,750,18176,31.9,0,0,37,61,NA,NA,NA,6.4,0,1,"Low Poverty",0,2.1,0,150113,5
"Fairfax County","Lemon Road Elementary","Special Education",1,16.7,NA,234,10964,11198,750,18176,31.9,0,0,37,61,NA,NA,NA,6.4,0,1,"Low Poverty",0,2.1,0,150113,5
"Fairfax County","Lewis High","Social Sciences and History",1,6.4,33.33,391,13475,13867,907,20687,19.3,0,20,22,70,96.1,96.6,71,2.6,0,0,"Medium Poverty",6.5,14.2,5.8,150113,5
"Fairfax County","Lewis High","English Language and Literature",0,0,77.81,391,13475,13867,907,20687,19.3,0,20,22,70,96.1,96.6,71,2.6,0,0,"Medium Poverty",6.5,14.2,5.8,150113,5
